"","language","tau","tau_min","tau_pval","r","r_min","r_pval","Lmin","L","Lrand","eta","psi","omega","length_def"
"118","Modern Greek",-0.199468463018922,-0.836786521321526,5.07923181399166e-92,-0.165719483193575,-0.234130109359046,3.64958704478773e-36,0.296111547705028,0.393642555438226,0.629903924509744,0.75223459357787,0.70780936141553,0.238374373793573,"meanDuration"
"119","Mongolian",-0.235742055208968,-0.849599290543001,0,-0.144882997288482,-0.241312457106059,4.47624833950245e-68,0.294509911650641,0.369776692254013,0.482863261345042,0.796453421267375,0.600395847881177,0.277474402148216,"meanDuration"
"120","Oriya",-0.305379155837099,-0.722894210228001,2.1832205308363e-27,-0.297556244241096,-0.443828542299556,1.67231224770156e-16,0.358022128622448,0.402957084068195,0.494366576877516,0.888486994713951,0.670430618768688,0.422439620509317,"meanDuration"
"121","Panjabi",-0.130568629853197,-0.447020678561439,0.214150085534802,-0.0955513355497673,-0.402090873694822,0.193628905155881,0.65030612244898,0.717551020408163,0.738511904761905,0.906285551763367,0.237636170828112,0.292086330935252,"meanDuration"
"122","Persian",-0.239374449610908,-0.988018937368447,0,-0.139122102139234,-0.213702465278726,1.72071751763841e-56,0.270562021310692,0.368402636257991,0.550914378666709,0.734419340911607,0.651008410023633,0.242277187771799,"meanDuration"
"123","Polish",-0.162270749127975,-0.948209820691203,1.30261989244058e-299,-0.118851815973064,-0.170456000659013,4.57579906438194e-79,0.308422747637971,0.389697049601032,0.57688338805476,0.791442347212357,0.697258034410999,0.171133799278399,"meanDuration"
"124","Portuguese",-0.214620037075151,-0.917279802063423,1.40522622269738e-229,-0.151227721682317,-0.201114015197301,1.18997024394942e-58,0.273714157398135,0.358951648801995,0.617344700654004,0.762537679689337,0.751950188722334,0.233974449881446,"meanDuration"
"125","Romanian",-0.214679128959286,-0.773172347522756,1.90122137538145e-112,-0.168870221362434,-0.249153302602685,2.81833903950361e-41,0.272287706518285,0.369293362526619,0.573338428441732,0.737320878597319,0.677776371408266,0.277660122800716,"meanDuration"
"126","Romansh",-0.253958827124242,-0.778140070571581,2.65009145170431e-235,-0.170640674857698,-0.223615508819754,1.69369412226489e-62,0.339175276807068,0.415077639751553,0.659571665828496,0.817136950595757,0.763098569318119,0.326366468877123,"meanDuration"
"127","Russian",-0.129751302115928,-0.94214270846601,3.22640954132111e-238,-0.101274263981438,-0.172109763402105,4.8780297654787e-72,0.305590988273215,0.427695778172957,0.602270289919767,0.714505505709332,0.588428349325121,0.137719371969867,"meanDuration"
"128","Slovenian",-0.247511733929761,-0.847733429216306,1.18541236412271e-142,-0.172033527560233,-0.241422586452194,1.08980548208304e-39,0.366769517271226,0.442430809002433,0.630014833402445,0.828987289782546,0.71258257186429,0.291968825811877,"meanDuration"
"129","Spanish",-0.116258549729527,-0.911757127055361,0,-0.0485984584132055,-0.0749243168294574,1.64228433733656e-39,0.230019599549989,0.369130359505752,0.625933703793511,0.623139207129901,0.648633987865719,0.127510437022849,"meanDuration"
"130","Swedish",-0.272014044556355,-0.895438850059694,8.93889678499602e-137,-0.173064261857748,-0.212268507619842,6.36521890070412e-30,0.231751858099628,0.286556369239567,0.528486856168592,0.808747886897877,0.815308232946616,0.303777354018336,"meanDuration"
"131","Tamil",-0.275209688517382,-0.866559133299377,5.52410535379411e-38,-0.193744861057617,-0.367227100696982,3.66737940045446e-11,0.465094216280855,0.564642968022353,0.675818954190792,0.823696109968101,0.527588679293814,0.317589046081063,"meanDuration"
"132","Tatar",-0.244835453218383,-0.877480403050689,0,-0.166750632520568,-0.265858138202421,1.78230662640371e-134,0.311257010308628,0.390106195793732,0.522771743805603,0.797877638614089,0.627216581173852,0.279020992796165,"meanDuration"
"133","Turkish",-0.19998079901242,-0.8876539057279,4.37723408372295e-149,-0.154829263088315,-0.263793778107439,6.4897073561685e-48,0.328049193221252,0.419663466003009,0.549839517726653,0.781695858221072,0.586932960281024,0.225291408872279,"meanDuration"
"134","Ukrainian",-0.170800398649811,-0.856017175261481,3.07255604422199e-169,-0.162980519261038,-0.228907690810928,1.38218327955421e-84,0.371808762442549,0.435270370983769,0.592155698687562,0.854201864469229,0.711992326180316,0.199529172528154,"meanDuration"
"135","Vietnamese",0.00316740057381679,-0.802011457433782,0.532180359998594,-0.0874204189221525,-0.434874917989303,0.0931342189303744,0.216194751706479,0.314904051172708,0.339739557214557,0.686541665314771,0.201024283778774,-0.00394932085378381,"meanDuration"
"136","Welsh",-0.187113153855847,-0.926924344995142,2.86712160298499e-171,-0.149774779143955,-0.208577439481415,9.44606121936721e-56,0.232400201327618,0.331340959673549,0.583350480068614,0.7013929142856,0.718077561582592,0.201864537128785,"meanDuration"
"137","Western Frisian",-0.299041006638473,-0.800528850178671,6.58055000194192e-290,-0.148140628184848,-0.182648807996285,2.65969629532587e-41,0.265213029397942,0.330761022941671,0.612152884027489,0.801826729882596,0.811068135675219,0.373554315464995,"meanDuration"
"138","Yakut",-0.239330458406503,-0.725242083698978,1.13585831478798e-166,-0.171481127878131,-0.322345606777611,4.13952216324822e-52,0.350625088726512,0.438713735217256,0.538840289616821,0.799211560023026,0.53197910650117,0.330000787028018,"meanDuration"
